regulon,hallmark,linScore,wangScore,jiangScore
1125,Tumor_Promoting_Inflammation,1,1,1
1125,Reprogramming_Energy_Metabolism,0.946,0.616,0.942
1125,Evading_ImmuneDetection,0.926,0.86,0.925
1126,Self_Sufficiency_In_Growth_Signals,0.783,0.915,0.829
1126,Insensitivity_To_Antigrowth_Signals,0.812,0.915,0.839
1126,Evading_Apoptosis,0.869,0.728,0.882
1126,Limitless_Replicative_Potential,1,1,1
1126,Sustained_Angiogenesis,1,1,1
1126,Tissue_Invasion_And_Metastasis,0.957,0.825,0.964
1126,Genome_Instability_And_Mutation,1,1,1
1126,Tumor_Promoting_Inflammation,1,1,1
1126,Reprogramming_Energy_Metabolism,1,1,1
1126,Evading_ImmuneDetection,0.888,0.739,0.895
1127,Self_Sufficiency_In_Growth_Signals,1,1,1
1127,Insensitivity_To_Antigrowth_Signals,0.85,0.915,0.844
1127,Evading_Apoptosis,0.869,0.751,0.882
1127,Limitless_Replicative_Potential,0.896,0.756,0.889
1127,Sustained_Angiogenesis,0.94,0.735,0.948
1127,Tissue_Invasion_And_Metastasis,1,1,1
1127,Genome_Instability_And_Mutation,0.839,0.932,0.84
1127,Tumor_Promoting_Inflammation,1,1,1
1127,Reprogramming_Energy_Metabolism,0.985,0.643,0.983
1127,Evading_ImmuneDetection,0.926,0.84,0.925
1128,Self_Sufficiency_In_Growth_Signals,1,1,1
1128,Insensitivity_To_Antigrowth_Signals,0.932,0.915,0.93
1128,Evading_Apoptosis,0.869,0.828,0.882
1128,Limitless_Replicative_Potential,0.701,0.601,0.677
1128,Sustained_Angiogenesis,0.871,0.732,0.879
1128,Tissue_Invasion_And_Metastasis,1,1,1
1128,Genome_Instability_And_Mutation,0.963,0.55,0.963
1128,Tumor_Promoting_Inflammation,1,1,1
1128,Reprogramming_Energy_Metabolism,0.935,0.484,0.931
1128,Evading_ImmuneDetection,1,1,1
1129,Self_Sufficiency_In_Growth_Signals,1,1,1
1129,Insensitivity_To_Antigrowth_Signals,1,1,1
1129,Evading_Apoptosis,0.841,0.594,0.871
1129,Limitless_Replicative_Potential,0.743,0.601,0.705
1129,Sustained_Angiogenesis,1,1,1
1129,Tissue_Invasion_And_Metastasis,1,1,1
1129,Genome_Instability_And_Mutation,1,1,1
1129,Tumor_Promoting_Inflammation,1,1,1
1129,Reprogramming_Energy_Metabolism,1,1,1
1129,Evading_ImmuneDetection,0.914,0.86,0.922
1130,Self_Sufficiency_In_Growth_Signals,1,1,1
1130,Insensitivity_To_Antigrowth_Signals,0.841,0.841,0.844
1130,Evading_Apoptosis,0.869,0.611,0.882
1130,Limitless_Replicative_Potential,1,1,1
1130,Sustained_Angiogenesis,0.791,0.725,0.792
1130,Tissue_Invasion_And_Metastasis,1,1,1
1130,Genome_Instability_And_Mutation,1,1,1
1130,Tumor_Promoting_Inflammation,0.882,0.746,0.907
1130,Reprogramming_Energy_Metabolism,0.677,0.342,0.654
1130,Evading_ImmuneDetection,0.882,0.746,0.907
1131,Self_Sufficiency_In_Growth_Signals,1,1,1
1131,Insensitivity_To_Antigrowth_Signals,0.837,0.915,0.812
1131,Evading_Apoptosis,0.756,0.828,0.749
1131,Limitless_Replicative_Potential,1,1,1
1131,Sustained_Angiogenesis,0.871,0.691,0.879
1131,Tissue_Invasion_And_Metastasis,1,1,1
1131,Genome_Instability_And_Mutation,0.839,0.66,0.84
1131,Tumor_Promoting_Inflammation,0.985,0.82,0.984
1131,Reprogramming_Energy_Metabolism,0.853,0.604,0.847
1131,Evading_ImmuneDetection,0.719,0.723,0.755
1132,Self_Sufficiency_In_Growth_Signals,1,1,1
1132,Insensitivity_To_Antigrowth_Signals,1,1,1
1132,Evading_Apoptosis,0.826,0.828,0.841
1132,Limitless_Replicative_Potential,1,1,1
1132,Sustained_Angiogenesis,0.94,0.735,0.948
1132,Tissue_Invasion_And_Metastasis,1,1,1
1132,Genome_Instability_And_Mutation,0.762,0.55,0.748
1132,Tumor_Promoting_Inflammation,1,1,1
1132,Reprogramming_Energy_Metabolism,1,1,1
1132,Evading_ImmuneDetection,0.926,0.84,0.925
1133,Self_Sufficiency_In_Growth_Signals,1,1,1
1133,Insensitivity_To_Antigrowth_Signals,1,1,1
1133,Evading_Apoptosis,0.869,0.828,0.882
1133,Limitless_Replicative_Potential,0.797,0.564,0.772
1133,Sustained_Angiogenesis,1,1,1
1133,Tissue_Invasion_And_Metastasis,1,1,1
1133,Genome_Instability_And_Mutation,0.876,0.665,0.872
1133,Tumor_Promoting_Inflammation,1,1,1
1133,Reprogramming_Energy_Metabolism,0.984,0.87,0.983
1133,Evading_ImmuneDetection,0.914,0.86,0.922
1134,Self_Sufficiency_In_Growth_Signals,0.789,0.73,0.834
1134,Insensitivity_To_Antigrowth_Signals,0.853,0.796,0.857
1134,Evading_Apoptosis,0.76,0.631,0.814
1134,Limitless_Replicative_Potential,0.896,0.756,0.889
1134,Sustained_Angiogenesis,0.94,0.735,0.948
1134,Tissue_Invasion_And_Metastasis,0.888,0.549,0.903
1134,Genome_Instability_And_Mutation,1,1,1
1134,Tumor_Promoting_Inflammation,0.926,0.666,0.925
1134,Reprogramming_Energy_Metabolism,0.935,0.604,0.931
1134,Evading_ImmuneDetection,0.926,0.666,0.925
1135,Self_Sufficiency_In_Growth_Signals,0.979,0.915,0.981
1135,Insensitivity_To_Antigrowth_Signals,1,1,1
1135,Evading_Apoptosis,0.869,0.701,0.882
1135,Limitless_Replicative_Potential,1,1,1
1135,Sustained_Angiogenesis,1,1,1
1135,Tissue_Invasion_And_Metastasis,0.855,0.662,0.888
1135,Genome_Instability_And_Mutation,1,1,1
1135,Tumor_Promoting_Inflammation,1,1,1
1135,Reprogramming_Energy_Metabolism,1,1,1
1135,Evading_ImmuneDetection,1,1,1
1136,Self_Sufficiency_In_Growth_Signals,0.807,0.915,0.851
1136,Insensitivity_To_Antigrowth_Signals,0.841,0.915,0.844
1136,Evading_Apoptosis,0.478,0.448,0.544
1136,Limitless_Replicative_Potential,0.468,0.605,0.44
1136,Sustained_Angiogenesis,0.94,0.735,0.948
1136,Tissue_Invasion_And_Metastasis,1,1,1
1136,Genome_Instability_And_Mutation,0.68,0.747,0.679
1136,Tumor_Promoting_Inflammation,0.882,0.84,0.907
1136,Reprogramming_Energy_Metabolism,0.733,0.455,0.691
1136,Evading_ImmuneDetection,0.882,0.84,0.907
1137,Self_Sufficiency_In_Growth_Signals,0.979,0.915,0.981
1137,Insensitivity_To_Antigrowth_Signals,1,1,1
1137,Evading_Apoptosis,0.481,0.428,0.55
1137,Limitless_Replicative_Potential,0.583,0.475,0.573
1137,Sustained_Angiogenesis,0.94,0.735,0.948
1137,Tissue_Invasion_And_Metastasis,1,1,1
1137,Genome_Instability_And_Mutation,0.624,0.527,0.655
1137,Tumor_Promoting_Inflammation,0.821,0.325,0.848
1137,Reprogramming_Energy_Metabolism,1,1,1
1137,Evading_ImmuneDetection,0.821,0.529,0.848
1138,Self_Sufficiency_In_Growth_Signals,1,1,1
1138,Insensitivity_To_Antigrowth_Signals,0.862,0.915,0.852
1138,Evading_Apoptosis,0.826,0.751,0.841
1138,Limitless_Replicative_Potential,0.716,0.498,0.712
1138,Sustained_Angiogenesis,0.834,0.682,0.851
1138,Tissue_Invasion_And_Metastasis,1,1,1
1138,Genome_Instability_And_Mutation,0.876,0.543,0.872
1138,Tumor_Promoting_Inflammation,1,1,1
1138,Reprogramming_Energy_Metabolism,1,1,1
1138,Evading_ImmuneDetection,0.826,0.84,0.854
1139,Self_Sufficiency_In_Growth_Signals,1,1,1
1139,Insensitivity_To_Antigrowth_Signals,1,1,1
1139,Evading_Apoptosis,0.481,0.467,0.55
1139,Limitless_Replicative_Potential,0.978,0.554,0.974
1139,Sustained_Angiogenesis,0.877,0.701,0.887
1139,Tissue_Invasion_And_Metastasis,1,1,1
1139,Genome_Instability_And_Mutation,0.906,0.66,0.917
1139,Tumor_Promoting_Inflammation,0.723,0.381,0.774
1139,Reprogramming_Energy_Metabolism,1,1,1
1139,Evading_ImmuneDetection,0.914,0.86,0.922
1140,Self_Sufficiency_In_Growth_Signals,0.84,0.847,0.854
1140,Insensitivity_To_Antigrowth_Signals,1,1,1
1140,Evading_Apoptosis,0.75,0.828,0.74
1140,Limitless_Replicative_Potential,0.591,0.554,0.588
1140,Sustained_Angiogenesis,0.871,0.691,0.879
1140,Tissue_Invasion_And_Metastasis,1,1,1
1140,Genome_Instability_And_Mutation,0.946,0.835,0.943
1140,Tumor_Promoting_Inflammation,0.757,0.508,0.787
1140,Reprogramming_Energy_Metabolism,1,1,1
1140,Evading_ImmuneDetection,0.734,0.586,0.787
1141,Self_Sufficiency_In_Growth_Signals,0.943,0.915,0.942
1141,Insensitivity_To_Antigrowth_Signals,0.862,0.915,0.852
1141,Evading_Apoptosis,0.379,0.467,0.417
1141,Limitless_Replicative_Potential,0.563,0.55,0.548
1141,Sustained_Angiogenesis,0.94,0.735,0.948
1141,Tissue_Invasion_And_Metastasis,0.957,0.825,0.964
1141,Genome_Instability_And_Mutation,0.701,0.66,0.656
1141,Tumor_Promoting_Inflammation,0.557,0.491,0.647
1141,Reprogramming_Energy_Metabolism,0.946,0.616,0.942
1141,Evading_ImmuneDetection,0.706,0.739,0.739
1142,Self_Sufficiency_In_Growth_Signals,0.716,0.915,0.772
1142,Insensitivity_To_Antigrowth_Signals,0.788,0.915,0.812
1142,Evading_Apoptosis,0.756,0.828,0.798
1142,Limitless_Replicative_Potential,0.711,0.564,0.705
1142,Sustained_Angiogenesis,1,1,1
1142,Tissue_Invasion_And_Metastasis,0.599,0.543,0.656
1142,Genome_Instability_And_Mutation,0.698,0.66,0.705
1142,Tumor_Promoting_Inflammation,1,1,1
1142,Reprogramming_Energy_Metabolism,1,1,1
1142,Evading_ImmuneDetection,0.821,0.723,0.848
1143,Self_Sufficiency_In_Growth_Signals,1,1,1
1143,Insensitivity_To_Antigrowth_Signals,0.932,0.915,0.93
1143,Evading_Apoptosis,0.869,0.828,0.882
1143,Limitless_Replicative_Potential,0.896,0.756,0.889
1143,Sustained_Angiogenesis,0.902,0.643,0.864
1143,Tissue_Invasion_And_Metastasis,1,1,1
1143,Genome_Instability_And_Mutation,1,1,1
1143,Tumor_Promoting_Inflammation,1,1,1
1143,Reprogramming_Energy_Metabolism,0.946,0.616,0.942
1143,Evading_ImmuneDetection,0.914,0.86,0.922
1144,Self_Sufficiency_In_Growth_Signals,1,1,1
1144,Insensitivity_To_Antigrowth_Signals,0.932,0.915,0.93
1144,Evading_Apoptosis,0.494,0.467,0.572
1144,Limitless_Replicative_Potential,0.896,0.756,0.889
1144,Sustained_Angiogenesis,1,1,1
1144,Tissue_Invasion_And_Metastasis,1,1,1
1144,Genome_Instability_And_Mutation,0.839,0.679,0.84
1144,Tumor_Promoting_Inflammation,1,1,1
1144,Reprogramming_Energy_Metabolism,1,1,1
1144,Evading_ImmuneDetection,0.821,0.739,0.848
1145,Self_Sufficiency_In_Growth_Signals,1,1,1
1145,Insensitivity_To_Antigrowth_Signals,0.853,0.847,0.857
1145,Evading_Apoptosis,0.494,0.428,0.572
1145,Limitless_Replicative_Potential,0.586,0.605,0.578
1145,Sustained_Angiogenesis,0.834,0.585,0.851
1145,Tissue_Invasion_And_Metastasis,1,1,1
1145,Genome_Instability_And_Mutation,0.876,0.747,0.872
1145,Tumor_Promoting_Inflammation,0.803,0.825,0.809
1145,Reprogramming_Energy_Metabolism,0.802,0.484,0.784
1145,Evading_ImmuneDetection,0.706,0.723,0.739
1146,Self_Sufficiency_In_Growth_Signals,0.743,0.847,0.801
1146,Insensitivity_To_Antigrowth_Signals,0.707,0.847,0.695
1146,Evading_Apoptosis,0.447,0.32,0.483
1146,Limitless_Replicative_Potential,0.511,0.453,0.483
1146,Sustained_Angiogenesis,0.779,0.57,0.776
1146,Tissue_Invasion_And_Metastasis,0.953,0.639,0.956
1146,Genome_Instability_And_Mutation,0.65,0.527,0.604
1146,Tumor_Promoting_Inflammation,0.953,0.746,0.956
1146,Reprogramming_Energy_Metabolism,0.687,0.643,0.68
1146,Evading_ImmuneDetection,0.882,0.831,0.907
1147,Self_Sufficiency_In_Growth_Signals,1,1,1
1147,Insensitivity_To_Antigrowth_Signals,0.841,0.841,0.844
1147,Evading_Apoptosis,0.869,0.611,0.882
1147,Limitless_Replicative_Potential,1,1,1
1147,Sustained_Angiogenesis,0.791,0.725,0.792
1147,Tissue_Invasion_And_Metastasis,1,1,1
1147,Genome_Instability_And_Mutation,0.908,0.932,0.919
1147,Tumor_Promoting_Inflammation,0.882,0.746,0.907
1147,Reprogramming_Energy_Metabolism,0.579,0.281,0.551
1147,Evading_ImmuneDetection,0.882,0.746,0.907
1148,Self_Sufficiency_In_Growth_Signals,1,1,1
1148,Insensitivity_To_Antigrowth_Signals,1,1,1
1148,Evading_Apoptosis,0.492,0.467,0.569
1148,Limitless_Replicative_Potential,1,1,1
1148,Sustained_Angiogenesis,0.738,0.572,0.753
1148,Tissue_Invasion_And_Metastasis,0.957,0.831,0.964
1148,Genome_Instability_And_Mutation,0.91,0.835,0.909
1148,Tumor_Promoting_Inflammation,0.734,0.381,0.787
1148,Reprogramming_Energy_Metabolism,0.984,0.87,0.983
1148,Evading_ImmuneDetection,0.734,0.373,0.787
1149,Self_Sufficiency_In_Growth_Signals,1,1,1
1149,Insensitivity_To_Antigrowth_Signals,0.932,0.847,0.93
1149,Evading_Apoptosis,0.869,0.751,0.882
1149,Limitless_Replicative_Potential,0.701,0.538,0.677
1149,Sustained_Angiogenesis,0.834,0.682,0.851
1149,Tissue_Invasion_And_Metastasis,1,1,1
1149,Genome_Instability_And_Mutation,0.676,0.493,0.655
1149,Tumor_Promoting_Inflammation,0.985,0.82,0.984
1149,Reprogramming_Energy_Metabolism,1,1,1
1149,Evading_ImmuneDetection,0.793,0.723,0.782
1150,Self_Sufficiency_In_Growth_Signals,0.634,0.847,0.703
1150,Insensitivity_To_Antigrowth_Signals,0.7,0.847,0.703
1150,Evading_Apoptosis,0.447,0.428,0.539
1150,Limitless_Replicative_Potential,1,1,1
1150,Sustained_Angiogenesis,0.683,0.459,0.668
1150,Tissue_Invasion_And_Metastasis,0.855,0.652,0.888
1150,Genome_Instability_And_Mutation,0.908,0.833,0.919
1150,Tumor_Promoting_Inflammation,0.704,0.582,0.71
1150,Reprogramming_Energy_Metabolism,0.853,0.604,0.847
1150,Evading_ImmuneDetection,0.702,0.831,0.719
1151,Self_Sufficiency_In_Growth_Signals,1,1,1
1151,Insensitivity_To_Antigrowth_Signals,1,1,1
1151,Evading_Apoptosis,0.75,0.828,0.74
1151,Limitless_Replicative_Potential,1,1,1
1151,Sustained_Angiogenesis,1,1,1
1151,Tissue_Invasion_And_Metastasis,1,1,1
1151,Genome_Instability_And_Mutation,0.932,0.835,0.93
1151,Tumor_Promoting_Inflammation,1,1,1
1151,Reprogramming_Energy_Metabolism,1,1,1
1151,Evading_ImmuneDetection,1,1,1
1152,Self_Sufficiency_In_Growth_Signals,0.979,0.864,0.981
1152,Insensitivity_To_Antigrowth_Signals,1,1,1
1152,Evading_Apoptosis,0.826,0.751,0.841
1152,Limitless_Replicative_Potential,0.791,0.635,0.779
1152,Sustained_Angiogenesis,0.93,0.691,0.939
1152,Tissue_Invasion_And_Metastasis,1,1,1
1152,Genome_Instability_And_Mutation,1,1,1
1152,Tumor_Promoting_Inflammation,1,1,1
1152,Reprogramming_Energy_Metabolism,0.804,0.425,0.795
1152,Evading_ImmuneDetection,0.636,0.559,0.628
1153,Self_Sufficiency_In_Growth_Signals,0.84,0.847,0.854
1153,Insensitivity_To_Antigrowth_Signals,0.745,0.847,0.773
1153,Evading_Apoptosis,0.447,0.364,0.496
1153,Limitless_Replicative_Potential,0.701,0.506,0.677
1153,Sustained_Angiogenesis,1,1,1
1153,Tissue_Invasion_And_Metastasis,0.953,0.717,0.956
1153,Genome_Instability_And_Mutation,0.668,0.59,0.708
1153,Tumor_Promoting_Inflammation,0.953,0.552,0.956
1153,Reprogramming_Energy_Metabolism,0.853,0.604,0.847
1153,Evading_ImmuneDetection,0.888,0.723,0.895
1154,Self_Sufficiency_In_Growth_Signals,0.84,0.915,0.854
1154,Insensitivity_To_Antigrowth_Signals,0.812,0.915,0.839
1154,Evading_Apoptosis,0.869,0.611,0.882
1154,Limitless_Replicative_Potential,0.716,0.601,0.712
1154,Sustained_Angiogenesis,1,1,1
1154,Tissue_Invasion_And_Metastasis,1,1,1
1154,Genome_Instability_And_Mutation,0.74,0.66,0.738
1154,Tumor_Promoting_Inflammation,1,1,1
1154,Reprogramming_Energy_Metabolism,0.774,0.492,0.767
1154,Evading_ImmuneDetection,0.926,0.666,0.925
1155,Self_Sufficiency_In_Growth_Signals,1,1,1
1155,Insensitivity_To_Antigrowth_Signals,0.837,0.847,0.792
1155,Evading_Apoptosis,0.442,0.467,0.539
1155,Limitless_Replicative_Potential,0.978,0.518,0.974
1155,Sustained_Angiogenesis,0.791,0.58,0.792
1155,Tissue_Invasion_And_Metastasis,0.932,0.813,0.942
1155,Genome_Instability_And_Mutation,0.906,0.635,0.917
1155,Tumor_Promoting_Inflammation,0.882,0.746,0.907
1155,Reprogramming_Energy_Metabolism,0.58,0.351,0.554
1155,Evading_ImmuneDetection,0.882,0.746,0.907
1156,Self_Sufficiency_In_Growth_Signals,1,1,1
1156,Insensitivity_To_Antigrowth_Signals,1,1,1
1156,Evading_Apoptosis,0.749,0.828,0.749
1156,Limitless_Replicative_Potential,0.797,0.55,0.772
1156,Sustained_Angiogenesis,1,1,1
1156,Tissue_Invasion_And_Metastasis,1,1,1
1156,Genome_Instability_And_Mutation,0.644,0.66,0.653
1156,Tumor_Promoting_Inflammation,1,1,1
1156,Reprogramming_Energy_Metabolism,0.946,0.616,0.942
1156,Evading_ImmuneDetection,0.691,0.723,0.719
1157,Self_Sufficiency_In_Growth_Signals,0.656,0.915,0.763
1157,Insensitivity_To_Antigrowth_Signals,0.797,0.915,0.822
1157,Evading_Apoptosis,0.456,0.428,0.502
1157,Limitless_Replicative_Potential,0.641,0.564,0.575
1157,Sustained_Angiogenesis,0.45,0.499,0.512
1157,Tissue_Invasion_And_Metastasis,0.508,0.543,0.535
1157,Genome_Instability_And_Mutation,0.691,0.59,0.738
1157,Tumor_Promoting_Inflammation,0.547,0.336,0.628
1157,Reprogramming_Energy_Metabolism,0.576,0.484,0.567
1157,Evading_ImmuneDetection,0.914,0.86,0.922
1158,Self_Sufficiency_In_Growth_Signals,0.821,0.864,0.834
1158,Insensitivity_To_Antigrowth_Signals,0.978,0.864,0.977
1158,Evading_Apoptosis,0.456,0.364,0.502
1158,Limitless_Replicative_Potential,0.641,0.453,0.575
1158,Sustained_Angiogenesis,0.834,0.701,0.851
1158,Tissue_Invasion_And_Metastasis,0.869,0.831,0.878
1158,Genome_Instability_And_Mutation,0.454,0.527,0.499
1158,Tumor_Promoting_Inflammation,0.557,0.374,0.647
1158,Reprogramming_Energy_Metabolism,1,1,1
1158,Evading_ImmuneDetection,0.888,0.547,0.895
1159,Self_Sufficiency_In_Growth_Signals,1,1,1
1159,Insensitivity_To_Antigrowth_Signals,1,1,1
1159,Evading_Apoptosis,0.869,0.828,0.882
1159,Limitless_Replicative_Potential,1,1,1
1159,Sustained_Angiogenesis,1,1,1
1159,Tissue_Invasion_And_Metastasis,1,1,1
1159,Genome_Instability_And_Mutation,1,1,1
1159,Tumor_Promoting_Inflammation,1,1,1
1159,Reprogramming_Energy_Metabolism,0.946,0.616,0.942
1159,Evading_ImmuneDetection,0.926,0.86,0.925
1160,Self_Sufficiency_In_Growth_Signals,0.909,0.915,0.911
1160,Insensitivity_To_Antigrowth_Signals,0.812,0.915,0.839
1160,Evading_Apoptosis,0.869,0.828,0.882
1160,Limitless_Replicative_Potential,1,1,1
1160,Sustained_Angiogenesis,0.94,0.735,0.948
1160,Tissue_Invasion_And_Metastasis,1,1,1
1160,Genome_Instability_And_Mutation,1,1,1
1160,Tumor_Promoting_Inflammation,1,1,1
1160,Reprogramming_Energy_Metabolism,1,1,1
1160,Evading_ImmuneDetection,1,1,1
1161,Self_Sufficiency_In_Growth_Signals,0.966,0.915,0.963
1161,Insensitivity_To_Antigrowth_Signals,0.853,0.915,0.857
1161,Evading_Apoptosis,0.869,0.828,0.882
1161,Limitless_Replicative_Potential,0.797,0.601,0.772
1161,Sustained_Angiogenesis,1,1,1
1161,Tissue_Invasion_And_Metastasis,1,1,1
1161,Genome_Instability_And_Mutation,0.74,0.66,0.738
1161,Tumor_Promoting_Inflammation,1,1,1
1161,Reprogramming_Energy_Metabolism,0.991,0.659,0.989
1161,Evading_ImmuneDetection,0.914,0.86,0.922
1162,Self_Sufficiency_In_Growth_Signals,0.979,0.847,0.981
1162,Insensitivity_To_Antigrowth_Signals,1,1,1
1162,Evading_Apoptosis,0.841,0.751,0.871
1162,Limitless_Replicative_Potential,1,1,1
1162,Sustained_Angiogenesis,0.94,0.735,0.948
1162,Tissue_Invasion_And_Metastasis,0.932,0.813,0.942
1162,Genome_Instability_And_Mutation,1,1,1
1162,Tumor_Promoting_Inflammation,1,1,1
1162,Reprogramming_Energy_Metabolism,0.927,0.604,0.919
1162,Evading_ImmuneDetection,1,1,1
1163,Self_Sufficiency_In_Growth_Signals,0.656,0.915,0.763
1163,Insensitivity_To_Antigrowth_Signals,0.797,0.915,0.822
1163,Evading_Apoptosis,0.799,0.701,0.833
1163,Limitless_Replicative_Potential,0.766,0.614,0.745
1163,Sustained_Angiogenesis,0.93,0.691,0.939
1163,Tissue_Invasion_And_Metastasis,1,1,1
1163,Genome_Instability_And_Mutation,0.785,0.708,0.771
1163,Tumor_Promoting_Inflammation,0.645,0.582,0.651
1163,Reprogramming_Energy_Metabolism,0.946,0.616,0.942
1163,Evading_ImmuneDetection,0.914,0.86,0.922
1164,Self_Sufficiency_In_Growth_Signals,1,1,1
1164,Insensitivity_To_Antigrowth_Signals,1,1,1
1164,Evading_Apoptosis,0.494,0.467,0.572
1164,Limitless_Replicative_Potential,0.817,0.635,0.821
1164,Sustained_Angiogenesis,0.834,0.659,0.851
1164,Tissue_Invasion_And_Metastasis,0.855,0.652,0.888
1164,Genome_Instability_And_Mutation,0.914,0.932,0.925
1164,Tumor_Promoting_Inflammation,0.781,0.579,0.745
1164,Reprogramming_Energy_Metabolism,1,1,1
1164,Evading_ImmuneDetection,0.706,0.723,0.739
1165,Self_Sufficiency_In_Growth_Signals,1,1,1
1165,Insensitivity_To_Antigrowth_Signals,1,1,1
1165,Evading_Apoptosis,0.869,0.631,0.882
1165,Limitless_Replicative_Potential,1,1,1
1165,Sustained_Angiogenesis,1,1,1
1165,Tissue_Invasion_And_Metastasis,1,1,1
1165,Genome_Instability_And_Mutation,1,1,1
1165,Tumor_Promoting_Inflammation,0.821,0.582,0.848
1165,Reprogramming_Energy_Metabolism,0.927,0.643,0.919
1165,Evading_ImmuneDetection,0.821,0.723,0.848
1166,Self_Sufficiency_In_Growth_Signals,1,1,1
1166,Insensitivity_To_Antigrowth_Signals,1,1,1
1166,Evading_Apoptosis,0.841,0.594,0.871
1166,Limitless_Replicative_Potential,0.743,0.601,0.705
1166,Sustained_Angiogenesis,1,1,1
1166,Tissue_Invasion_And_Metastasis,1,1,1
1166,Genome_Instability_And_Mutation,1,1,1
1166,Tumor_Promoting_Inflammation,1,1,1
1166,Reprogramming_Energy_Metabolism,1,1,1
1166,Evading_ImmuneDetection,0.914,0.86,0.922
1167,Self_Sufficiency_In_Growth_Signals,1,1,1
1167,Insensitivity_To_Antigrowth_Signals,0.841,0.841,0.844
1167,Evading_Apoptosis,0.869,0.611,0.882
1167,Limitless_Replicative_Potential,1,1,1
1167,Sustained_Angiogenesis,0.791,0.725,0.792
1167,Tissue_Invasion_And_Metastasis,1,1,1
1167,Genome_Instability_And_Mutation,1,1,1
1167,Tumor_Promoting_Inflammation,0.882,0.746,0.907
1167,Reprogramming_Energy_Metabolism,0.677,0.342,0.654
1167,Evading_ImmuneDetection,0.882,0.746,0.907
1168,Self_Sufficiency_In_Growth_Signals,1,1,1
1168,Insensitivity_To_Antigrowth_Signals,0.932,0.915,0.93
1168,Evading_Apoptosis,0.76,0.828,0.811
1168,Limitless_Replicative_Potential,0.896,0.756,0.889
1168,Sustained_Angiogenesis,0.94,0.735,0.948
1168,Tissue_Invasion_And_Metastasis,1,1,1
1168,Genome_Instability_And_Mutation,0.839,0.71,0.84
1168,Tumor_Promoting_Inflammation,1,1,1
1168,Reprogramming_Energy_Metabolism,0.804,0.585,0.795
1168,Evading_ImmuneDetection,0.926,0.841,0.925
1169,Self_Sufficiency_In_Growth_Signals,1,1,1
1169,Insensitivity_To_Antigrowth_Signals,1,1,1
1169,Evading_Apoptosis,0.76,0.467,0.811
1169,Limitless_Replicative_Potential,1,1,1
1169,Sustained_Angiogenesis,0.748,0.725,0.771
1169,Tissue_Invasion_And_Metastasis,1,1,1
1169,Genome_Instability_And_Mutation,0.908,0.833,0.919
1169,Tumor_Promoting_Inflammation,0.86,0.611,0.87
1169,Reprogramming_Energy_Metabolism,1,1,1
1169,Evading_ImmuneDetection,0.914,0.86,0.922
1170,Self_Sufficiency_In_Growth_Signals,1,1,1
1170,Insensitivity_To_Antigrowth_Signals,1,1,1
1170,Evading_Apoptosis,0.869,0.828,0.882
1170,Limitless_Replicative_Potential,0.797,0.564,0.772
1170,Sustained_Angiogenesis,1,1,1
1170,Tissue_Invasion_And_Metastasis,1,1,1
1170,Genome_Instability_And_Mutation,0.876,0.665,0.872
1170,Tumor_Promoting_Inflammation,1,1,1
1170,Reprogramming_Energy_Metabolism,0.984,0.87,0.983
1170,Evading_ImmuneDetection,0.914,0.86,0.922
